State,116th Congressional District,2017 NAICS Code,Number_of_Establishments,Employment,Avg_wage
California,5.00,62----,2159.00,45931.00,70664.87
California,5.00,71----,300.00,4277.00,23952.54
California,5.00,72----,1675.00,34546.00,22702.40
California,5.00,81----,1511.00,9909.00,36681.91
California,5.00,99----,33.00,70.00,21742.86
California,6.00,------,16588.00,295538.00,56675.94
California,6.00,11----,7.00,22.00,70954.55
California,6.00,22----,23.00,1623.00,115955.64
California,6.00,23----,1267.00,21997.00,73168.07
California,6.00,31----,449.00,11959.00,55993.73
California,6.00,42----,801.00,17688.00,63875.40
California,6.00,44----,1920.00,32000.00,31888.03
California,6.00,48----,775.00,18927.00,46631.21
California,6.00,51----,324.00,5713.00,85574.65
California,6.00,52----,759.00,8376.00,116648.04
California,6.00,53----,990.00,5863.00,52204.84
California,6.00,54----,2290.00,20616.00,91276.14
California,6.00,55----,98.00,2894.00,93231.17
California,6.00,56----,879.00,27049.00,43032.42
California,6.00,61----,251.00,6173.00,40554.19
California,6.00,62----,1862.00,56348.00,77681.23
California,6.00,71----,207.00,5629.00,37674.72
California,6.00,72----,1770.00,35716.00,16625.21
California,6.00,81----,1891.00,16917.00,42873.26
California,6.00,99----,24.00,26.00,50423.08
California,7.00,------,14897.00,227407.00,63176.20
California,7.00,11----,30.00,92.00,35630.43
California,7.00,21----,5.00,114.00,104447.37
California,7.00,22----,12.00,692.00,162543.35
California,7.00,23----,1653.00,17645.00,67829.58
California,7.00,31----,304.00,11657.00,69965.26
California,7.00,42----,508.00,5284.00,71042.20
California,7.00,44----,1679.00,31139.00,34505.99
California,7.00,48----,493.00,8910.00,131205.05
California,7.00,51----,264.00,5715.00,85056.87
California,7.00,52----,1087.00,21469.00,82547.07
California,7.00,53----,930.00,4547.00,52551.57
California,7.00,54----,1882.00,22079.00,122275.60
California,7.00,55----,83.00,3844.00,84752.86
California,7.00,56----,847.00,14504.00,46862.66
California,7.00,61----,283.00,5701.00,36703.56
California,7.00,62----,2010.00,35191.00,69540.91
California,7.00,71----,204.00,4247.00,12547.21
California,7.00,72----,1347.00,24660.00,16941.77
California,7.00,81----,1254.00,9882.00,27974.20
California,7.00,99----,22.00,35.00,36057.14
California,8.00,------,10118.00,123911.00,38785.74
California,8.00,11----,14.00,84.00,37488.10
California,8.00,21----,23.00,597.00,87782.24
California,8.00,22----,64.00,1102.00,111218.69
California,8.00,23----,1325.00,7238.00,51703.65
California,8.00,31----,256.00,6206.00,53921.69
California,8.00,42----,236.00,1578.00,45238.28
California,8.00,44----,1531.00,23023.00,30206.62
California,8.00,48----,406.00,5169.00,51946.22
California,8.00,51----,166.00,1432.00,39507.68
California,8.00,52----,370.00,1948.00,56332.14
California,8.00,53----,664.00,2931.00,37395.09
California,8.00,54----,693.00,3385.00,49701.03
California,8.00,55----,12.00,128.00,59921.88
California,8.00,56----,489.00,5898.00,40279.25
California,8.00,61----,120.00,2125.00,35729.88
California,8.00,62----,1213.00,23265.00,53225.57
California,8.00,71----,198.00,8722.00,30089.31
California,8.00,72----,1374.00,23524.00,19542.17
California,8.00,81----,948.00,5539.00,28378.23
California,8.00,99----,16.00,17.00,41470.59
California,9.00,------,11657.00,176780.00,51018.41
California,9.00,11----,53.00,823.00,72990.28
California,9.00,21----,6.00,66.00,77818.18
California,9.00,22----,20.00,4317.00,155892.29
California,9.00,23----,1355.00,14062.00,71902.29
California,9.00,31----,466.00,13679.00,59085.53
California,9.00,42----,515.00,10332.00,64066.98
California,9.00,44----,1451.00,23715.00,32466.88
California,9.00,48----,778.00,16029.00,48499.41
California,9.00,51----,139.00,1802.00,58265.26
California,9.00,52----,557.00,6100.00,86754.59
California,9.00,53----,611.00,3111.00,46998.07
California,9.00,54----,859.00,5193.00,57456.19
California,9.00,55----,46.00,1402.00,95300.29
California,9.00,56----,664.00,11366.00,35550.15
California,9.00,61----,140.00,4758.00,35733.71
California,9.00,62----,1552.00,31150.00,59945.84
California,9.00,71----,152.00,2347.00,16204.94
California,9.00,72----,1159.00,19151.00,17601.64
California,9.00,81----,1106.00,7343.00,30280.40
California,9.00,99----,28.00,34.00,28617.65
California,10.00,------,13142.00,207246.00,48628.87
California,10.00,11----,69.00,2753.00,31896.11
California,10.00,21----,10.00,142.00,82830.99
California,10.00,22----,11.00,314.00,130312.10
California,10.00,23----,1351.00,12268.00,59402.10
California,10.00,31----,507.00,25196.00,63929.31
California,10.00,42----,583.00,11498.00,71930.42
California,10.00,44----,1948.00,33880.00,32635.01
California,10.00,48----,806.00,20455.00,49715.96
California,10.00,51----,186.00,2040.00,50423.04
California,10.00,52----,715.00,4299.00,78395.91
California,10.00,53----,681.00,2579.00,43499.42
California,10.00,54----,982.00,7523.00,53961.85
California,10.00,55----,50.00,1486.00,78016.15
California,10.00,56----,646.00,10718.00,41390.37
California,10.00,61----,147.00,2269.00,29174.97
California,10.00,62----,1616.00,33130.00,71080.08
California,10.00,71----,147.00,2751.00,13416.58
California,10.00,72----,1377.00,25090.00,17408.25
California,10.00,81----,1282.00,8821.00,26633.37
California,10.00,99----,28.00,34.00,35088.24
California,11.00,------,17729.00,241678.00,64113.99
California,11.00,11----,18.00,55.00,34945.45
California,11.00,21----,8.00,67.00,106328.36
California,11.00,22----,25.00,223.00,159085.20
California,11.00,23----,1749.00,17850.00,80631.82
California,11.00,31----,379.00,10197.00,78849.96
California,11.00,42----,661.00,8340.00,81561.39
California,11.00,44----,1827.00,33939.00,35836.38
California,11.00,48----,368.00,6944.00,44926.41
California,11.00,51----,346.00,4268.00,108338.80
California,11.00,52----,1310.00,16534.00,128962.26
California,11.00,53----,1175.00,5300.00,80796.42
California,11.00,54----,2720.00,18720.00,100591.67
California,11.00,55----,126.00,4606.00,106359.31
California,11.00,56----,1010.00,16524.00,51209.45
California,11.00,61----,354.00,7903.00,39640.14
California,11.00,62----,2323.00,44234.00,75822.44
California,11.00,71----,337.00,6905.00,24569.88
California,11.00,72----,1468.00,26216.00,18403.07
California,11.00,81----,1506.00,12835.00,34004.44
California,11.00,99----,19.00,18.00,48777.78
California,12.00,------,33030.00,706632.00,128580.30
California,12.00,11----,7.00,10.00,112500.00
California,12.00,21----,4.00,11.00,340545.45
California,12.00,22----,18.00,4118.00,181612.68
California,12.00,23----,1598.00,23487.00,93387.11
California,12.00,31----,630.00,7611.00,61755.75
California,12.00,42----,964.00,16231.00,123730.95
California,12.00,44----,3002.00,46710.00,46063.61
California,12.00,48----,358.00,11436.00,143333.33
California,12.00,51----,1833.00,87149.00,236450.15
California,12.00,52----,2217.00,63832.00,263377.62
California,12.00,53----,2109.00,18850.00,110998.51
California,12.00,54----,7419.00,133548.00,164486.11
California,12.00,55----,226.00,28797.00,157395.98
California,12.00,56----,1396.00,41184.00,99828.43
California,12.00,61----,637.00,24095.00,55851.59
California,12.00,62----,3113.00,72079.00,85731.31
California,12.00,71----,642.00,16445.00,53542.72
California,12.00,72----,4176.00,83643.00,21535.56
California,12.00,81----,2608.00,27246.00,48028.00
California,12.00,99----,73.00,150.00,45873.33
California,13.00,------,20154.00,321355.00,74423.49
California,13.00,11----,10.00,58.00,78620.69
California,13.00,22----,9.00,1200.00,159150.00
California,13.00,23----,1304.00,20459.00,90057.29
California,13.00,31----,746.00,19783.00,74660.11
California,13.00,42----,852.00,14610.00,87306.02
California,13.00,44----,2054.00,30193.00,36740.04
California,13.00,48----,520.00,18154.00,67225.96
California,13.00,51----,579.00,12643.00,153212.85
California,13.00,52----,729.00,13535.00,142501.00
California,13.00,53----,1145.00,5840.00,70149.14
California,13.00,54----,3322.00,31907.00,115336.01
California,13.00,55----,134.00,9236.00,166127.98
California,13.00,56----,790.00,15057.00,62493.92
California,13.00,61----,551.00,13303.00,40243.03
California,13.00,62----,2543.00,56477.00,73136.04
California,13.00,71----,442.00,7102.00,32178.40
California,13.00,72----,2242.00,34175.00,19175.01
California,13.00,81----,2150.00,17511.00,46287.99
California,13.00,99----,30.00,86.00,18651.16
California,14.00,------,19845.00,412334.00,145600.09
California,14.00,11----,11.00,50.00,18500.00
California,14.00,21----,4.00,51.00,223568.63
California,14.00,22----,13.00,679.00,160428.57
California,14.00,23----,1838.00,20260.00,88395.36
California,14.00,31----,487.00,25687.00,167817.11
California,14.00,42----,933.00,20361.00,206749.32
California,14.00,44----,1885.00,37926.00,43670.65
California,14.00,48----,712.00,39001.00,62574.09
California,14.00,51----,612.00,74672.00,358720.74
California,14.00,52----,1077.00,15140.00,220570.08
California,14.00,53----,1219.00,7553.00,67927.18
California,14.00,54----,3012.00,41695.00,179035.76
California,14.00,55----,182.00,8190.00,183794.26
California,14.00,56----,1000.00,18581.00,50519.51
California,14.00,61----,407.00,6044.00,48823.46
California,14.00,62----,2373.00,35611.00,83158.86
California,14.00,71----,296.00,7304.00,19633.21
California,14.00,72----,2147.00,39546.00,20561.85
California,14.00,81----,1606.00,13913.00,53452.96
California,14.00,99----,31.00,70.00,31828.57
California,15.00,------,17992.00,314865.00,83395.20
California,15.00,11----,12.00,48.00,28875.00
California,15.00,21----,6.00,155.00,121903.23
California,15.00,22----,17.00,117.00,114982.91
California,15.00,23----,1548.00,27061.00,81449.87
California,15.00,31----,659.00,25510.00,83430.93
California,15.00,42----,1255.00,24287.00,73953.14
California,15.00,44----,1718.00,30038.00,36291.23
California,15.00,48----,711.00,9345.00,51417.98
California,15.00,51----,380.00,23877.00,211273.40
California,15.00,52----,873.00,12282.00,121221.79
California,15.00,53----,1018.00,4952.00,66677.10
California,15.00,54----,2791.00,38418.00,107571.79
California,15.00,55----,188.00,12727.00,221545.61
California,15.00,56----,949.00,22090.00,51818.61
California,15.00,61----,387.00,5112.00,29830.79
California,15.00,62----,2155.00,38264.00,65137.47
California,15.00,71----,246.00,4417.00,15603.35
California,15.00,72----,1595.00,25702.00,18736.75
California,15.00,81----,1463.00,10437.00,35297.21
California,15.00,99----,21.00,26.00,36653.85
California,16.00,------,9493.00,167382.00,45960.13
California,16.00,11----,94.00,3404.00,34886.60
California,16.00,21----,5.00,53.00,81471.70
California,16.00,22----,17.00,2422.00,146167.22
California,16.00,23----,942.00,10335.00,59935.17
California,16.00,31----,440.00,25590.00,51428.60
California,16.00,42----,574.00,10857.00,58467.99
California,16.00,44----,1443.00,19452.00,30079.84
California,16.00,48----,675.00,13596.00,45443.44
California,16.00,51----,171.00,2556.00,56322.77
California,16.00,52----,391.00,2721.00,53339.21
California,16.00,53----,429.00,2617.00,39898.36
California,16.00,54----,625.00,4174.00,52029.47
California,16.00,55----,40.00,1091.00,59836.85
California,16.00,56----,490.00,7159.00,36397.26
California,16.00,61----,96.00,3749.00,35355.56
California,16.00,62----,1127.00,31520.00,58155.84
California,16.00,71----,109.00,2740.00,12928.83
California,16.00,72----,963.00,15241.00,17411.39
California,16.00,81----,854.00,8096.00,29551.63
California,16.00,99----,8.00,9.00,42000.00
California,17.00,------,21679.00,627274.00,160862.04
California,17.00,21----,3.00,39.00,94000.00
California,17.00,22----,10.00,1042.00,169689.06
California,17.00,23----,1271.00,28946.00,89967.04
California,17.00,31----,1500.00,98924.00,151895.43
California,17.00,42----,1686.00,69358.00,187179.91
California,17.00,44----,1700.00,34699.00,35968.79
California,17.00,48----,435.00,7485.00,54112.09
California,17.00,51----,873.00,61908.00,289664.42
California,17.00,52----,812.00,13045.00,199818.01
California,17.00,53----,1179.00,7003.00,89571.61
California,17.00,54----,4305.00,86254.00,162141.48
California,17.00,55----,135.00,76204.00,344743.69
California,17.00,56----,869.00,31615.00,50571.88
California,17.00,61----,547.00,11732.00,65285.29
California,17.00,62----,2387.00,37323.00,75033.97
California,17.00,71----,261.00,8264.00,57313.53
California,17.00,72----,2256.00,39124.00,20215.80
California,17.00,81----,1421.00,14259.00,42308.37
California,17.00,99----,27.00,33.00,27303.03
California,18.00,------,21995.00,431680.00,147103.03
California,18.00,11----,37.00,136.00,38154.41
California,18.00,21----,9.00,110.00,109700.00
California,18.00,22----,15.00,422.00,121056.87
California,18.00,23----,1616.00,12164.00,83122.08
California,18.00,31----,511.00,12102.00,99248.64
California,18.00,42----,559.00,11274.00,255021.91
California,18.00,44----,1915.00,37080.00,54751.48
California,18.00,48----,161.00,1818.00,54124.86
California,18.00,51----,977.00,75586.00,332770.26
California,18.00,52----,1430.00,15091.00,250420.65
California,18.00,53----,1587.00,6571.00,111240.60
California,18.00,54----,4376.00,61296.00,188372.32
California,18.00,55----,108.00,5583.00,252070.21
California,18.00,56----,910.00,14597.00,56343.22
California,18.00,61----,656.00,44938.00,80248.14
California,18.00,62----,3070.00,73738.00,100723.98
California,18.00,71----,390.00,6619.00,25117.99
California,18.00,72----,1959.00,38750.00,23499.90
California,18.00,81----,1658.00,13767.00,48367.55
California,18.00,99----,51.00,38.00,52842.11
California,19.00,------,14604.00,232707.00,80381.88
California,19.00,11----,16.00,85.00,47000.00
California,19.00,22----,9.00,525.00,156900.95
California,19.00,23----,1625.00,18951.00,82941.01
California,19.00,31----,503.00,17239.00,95430.36
California,19.00,42----,613.00,10222.00,116446.10
California,19.00,44----,1329.00,22183.00,33920.39
California,19.00,48----,348.00,7503.00,53834.47
California,19.00,51----,320.00,14882.00,213514.11
California,19.00,52----,692.00,5703.00,112536.38
California,19.00,53----,862.00,4997.00,70453.27
California,19.00,54----,2143.00,27346.00,128951.36
California,19.00,55----,62.00,6284.00,119484.56
California,19.00,56----,914.00,21673.00,80582.06
California,19.00,61----,252.00,5556.00,45070.55
California,19.00,62----,1736.00,25543.00,64990.56
California,19.00,71----,210.00,7301.00,18847.14
California,19.00,72----,1556.00,27475.00,19172.74
California,19.00,81----,1386.00,9206.00,30921.57
California,19.00,99----,26.00,28.00,32464.29
California,20.00,------,16709.00,214918.00,48384.21
California,20.00,11----,104.00,2971.00,61769.77
California,20.00,21----,18.00,317.00,97507.89
California,20.00,22----,34.00,892.00,137045.96
California,20.00,23----,1984.00,13332.00,59361.09
California,20.00,31----,624.00,16602.00,55586.56
California,20.00,42----,698.00,11791.00,67209.06
California,20.00,44----,2331.00,34429.00,31822.53
California,20.00,48----,501.00,4920.00,50754.47
California,20.00,51----,262.00,3095.00,74643.94
California,20.00,52----,690.00,4545.00,86851.93
California,20.00,53----,954.00,3659.00,50293.80
California,20.00,54----,1677.00,12195.00,63822.14
California,20.00,55----,69.00,3706.00,112314.62
California,20.00,56----,884.00,12276.00,41949.74
California,20.00,61----,305.00,4809.00,35213.77
California,20.00,62----,1955.00,33556.00,67758.67
California,20.00,71----,299.00,5787.00,30375.84
California,20.00,72----,1853.00,36149.00,20456.36
California,20.00,81----,1439.00,9832.00,33684.09
California,20.00,99----,28.00,55.00,20200.00
California,21.00,------,7227.00,116188.00,44328.75
California,21.00,11----,142.00,6938.00,40859.90
California,21.00,21----,26.00,515.00,73349.51
California,21.00,22----,28.00,1238.00,132688.21
California,21.00,23----,578.00,6057.00,57326.73
California,21.00,31----,323.00,18884.00,55811.06
California,21.00,42----,440.00,9027.00,63266.64
California,21.00,44----,1408.00,19418.00,29113.14
California,21.00,48----,659.00,10288.00,49588.65
California,21.00,51----,88.00,1034.00,42173.11
California,21.00,52----,252.00,1326.00,52131.22
California,21.00,53----,328.00,1385.00,48200.00
California,21.00,54----,302.00,1749.00,53650.09
California,21.00,55----,17.00,618.00,130800.97
California,21.00,56----,281.00,4661.00,41260.67
California,21.00,61----,74.00,896.00,40666.29
California,21.00,62----,675.00,13352.00,48258.16
California,21.00,71----,57.00,759.00,17665.35
California,21.00,72----,858.00,13853.00,18863.13
California,21.00,81----,677.00,4165.00,27530.37
California,21.00,99----,14.00,25.00,21720.00
California,22.00,------,15517.00,227601.00,44298.11
California,22.00,11----,107.00,1160.00,45768.10
California,22.00,22----,16.00,538.00,138589.22
California,22.00,23----,1460.00,14590.00,56749.90
California,22.00,31----,367.00,17725.00,55344.82
California,22.00,42----,652.00,8321.00,69798.46
California,22.00,44----,2083.00,37117.00,31205.78
California,22.00,48----,609.00,6993.00,41456.60
California,22.00,51----,230.00,2838.00,49718.46
California,22.00,52----,1110.00,10044.00,78334.33
California,22.00,53----,893.00,4352.00,45632.12
California,22.00,54----,1555.00,9893.00,65670.78
California,22.00,55----,60.00,2192.00,81278.28
California,22.00,56----,796.00,18174.00,32650.21
California,22.00,61----,173.00,5617.00,21195.83
California,22.00,62----,2511.00,43749.00,59377.56
California,22.00,71----,170.00,3718.00,13270.84
California,22.00,72----,1473.00,29491.00,16935.71
California,22.00,81----,1228.00,11005.00,27271.60
California,22.00,99----,23.00,78.00,37269.23
California,23.00,------,12790.00,186022.00,47676.16
California,23.00,11----,35.00,842.00,25587.89
California,23.00,21----,156.00,7048.00,92545.97
California,23.00,22----,75.00,1463.00,120984.28
California,23.00,23----,1185.00,13251.00,59719.12
California,23.00,31----,309.00,9052.00,62950.62
California,23.00,42----,523.00,6580.00,63507.75
California,23.00,44----,1605.00,25733.00,32431.12
California,23.00,48----,631.00,9278.00,53207.70
California,23.00,51----,190.00,3409.00,42550.01
California,23.00,52----,646.00,5485.00,76728.17
California,23.00,53----,689.00,3371.00,45521.21
California,23.00,54----,1246.00,9254.00,63558.25
California,23.00,55----,48.00,1216.00,75805.10
California,23.00,56----,658.00,14038.00,37542.53
California,23.00,61----,147.00,2797.00,27282.09
California,23.00,62----,1990.00,38461.00,57190.30
California,23.00,71----,160.00,2953.00,15363.02
California,23.00,72----,1384.00,23679.00,17454.28
California,23.00,81----,1096.00,8067.00,30801.29
California,23.00,99----,17.00,45.00,21622.22
California,24.00,------,21070.00,259202.00,53545.51
California,24.00,11----,102.00,1247.00,46910.18
California,24.00,21----,38.00,695.00,90676.26
California,24.00,22----,37.00,2054.00,190755.60
California,24.00,23----,2282.00,16641.00,64524.97
California,24.00,31----,969.00,20890.00,67189.37
California,24.00,42----,731.00,9680.00,90770.14
California,24.00,44----,2586.00,33620.00,32825.19
California,24.00,48----,378.00,4976.00,51717.85
California,24.00,51----,389.00,10042.00,109867.56
California,24.00,52----,1012.00,6838.00,98343.81
California,24.00,53----,1331.00,5143.00,46986.58
California,24.00,54----,2572.00,18053.00,85240.79
California,24.00,55----,88.00,4689.00,104772.23
California,24.00,56----,1158.00,14401.00,40907.85
California,24.00,61----,348.00,7630.00,25223.85
California,24.00,62----,2613.00,40133.00,59564.30
California,24.00,71----,427.00,4933.00,23397.12
California,24.00,72----,2278.00,45820.00,21120.36
California,24.00,81----,1703.00,11633.00,29542.51
California,24.00,99----,28.00,84.00,28678.57
California,25.00,------,13563.00,169595.00,47793.20
California,25.00,11----,13.00,25.00,36240.00
California,25.00,21----,11.00,170.00,83770.59
California,25.00,22----,23.00,673.00,145359.58
