State,116th Congressional District,2017 NAICS Code,Number_of_Establishments,Employment,Avg_wage
Washington,4.00,22----,38.00,427.00,95213.11
Washington,4.00,23----,2095.00,17145.00,62750.25
Washington,4.00,31----,585.00,24457.00,57026.21
Washington,4.00,42----,751.00,13139.00,58534.44
Washington,4.00,44----,2033.00,30817.00,32203.49
Washington,4.00,48----,754.00,9017.00,48779.97
Washington,4.00,51----,232.00,2355.00,50421.66
Washington,4.00,52----,703.00,4786.00,75082.32
Washington,4.00,53----,881.00,2900.00,38315.52
Washington,4.00,54----,1152.00,12622.00,82782.76
Washington,4.00,55----,47.00,1223.00,69193.79
Washington,4.00,56----,708.00,16241.00,66428.73
Washington,4.00,61----,161.00,2325.00,31193.98
Washington,4.00,62----,1695.00,34934.00,52002.49
Washington,4.00,71----,214.00,4252.00,17955.32
Washington,4.00,72----,1392.00,20808.00,17759.76
Washington,4.00,81----,1375.00,7647.00,27757.29
Washington,4.00,99----,46.00,60.00,30900.00
Washington,5.00,------,17822.00,248032.00,47965.95
Washington,5.00,11----,134.00,658.00,63898.18
Washington,5.00,21----,27.00,385.00,89851.95
Washington,5.00,22----,48.00,1945.00,112567.61
Washington,5.00,23----,2203.00,15640.00,62981.71
Washington,5.00,31----,758.00,22291.00,57756.36
Washington,5.00,42----,890.00,12071.00,59689.34
Washington,5.00,44----,2110.00,34383.00,33157.55
Washington,5.00,48----,481.00,7394.00,45445.36
Washington,5.00,51----,353.00,5591.00,66677.34
Washington,5.00,52----,1123.00,12794.00,75306.32
Washington,5.00,53----,1015.00,4603.00,41381.92
Washington,5.00,54----,1746.00,11138.00,67500.72
Washington,5.00,55----,95.00,3425.00,72074.45
Washington,5.00,56----,934.00,11479.00,34532.62
Washington,5.00,61----,216.00,9612.00,27871.31
Washington,5.00,62----,2157.00,53579.00,57765.28
Washington,5.00,71----,273.00,4257.00,15271.79
Washington,5.00,72----,1571.00,26193.00,17879.78
Washington,5.00,81----,1646.00,10545.00,29691.23
Washington,5.00,99----,42.00,49.00,26163.27
Washington,6.00,------,17703.00,209708.00,48902.27
Washington,6.00,11----,196.00,1028.00,64864.79
Washington,6.00,21----,12.00,71.00,58605.63
Washington,6.00,22----,37.00,550.00,96570.91
Washington,6.00,23----,2288.00,12159.00,60255.53
Washington,6.00,31----,522.00,9798.00,49711.17
Washington,6.00,42----,519.00,4725.00,55904.13
Washington,6.00,44----,2211.00,34309.00,34039.99
Washington,6.00,48----,374.00,2830.00,48454.06
Washington,6.00,51----,305.00,2260.00,64373.01
Washington,6.00,52----,928.00,6982.00,90768.55
Washington,6.00,53----,1149.00,3770.00,46122.55
Washington,6.00,54----,1875.00,11530.00,72198.96
Washington,6.00,55----,73.00,5485.00,62872.01
Washington,6.00,56----,1000.00,12257.00,49434.94
Washington,6.00,61----,225.00,4061.00,28129.03
Washington,6.00,62----,2141.00,52338.00,66637.38
Washington,6.00,71----,301.00,5447.00,17191.85
Washington,6.00,72----,1755.00,28551.00,19447.87
Washington,6.00,81----,1749.00,11453.00,30747.05
Washington,6.00,99----,43.00,104.00,29682.69
Washington,7.00,------,29196.00,533153.00,90712.65
Washington,7.00,11----,122.00,699.00,109134.48
Washington,7.00,21----,5.00,31.00,76258.06
Washington,7.00,22----,10.00,167.00,120916.17
Washington,7.00,23----,1868.00,23717.00,86804.82
Washington,7.00,31----,753.00,16792.00,62228.68
Washington,7.00,42----,1109.00,16739.00,85271.46
Washington,7.00,44----,2554.00,42464.00,41422.99
Washington,7.00,48----,433.00,12199.00,85343.80
Washington,7.00,51----,1031.00,40064.00,198971.20
Washington,7.00,52----,1446.00,29820.00,117118.38
Washington,7.00,53----,2296.00,14229.00,74198.19
Washington,7.00,54----,5563.00,70124.00,124529.72
Washington,7.00,55----,268.00,71613.00,150745.58
Washington,7.00,56----,1272.00,19429.00,57053.17
Washington,7.00,61----,594.00,12456.00,36642.42
Washington,7.00,62----,3293.00,68086.00,66957.45
Washington,7.00,71----,687.00,15722.00,27390.92
Washington,7.00,72----,3197.00,57650.00,20381.25
Washington,7.00,81----,2634.00,21096.00,54737.77
Washington,7.00,99----,61.00,56.00,34160.71
Washington,8.00,------,16749.00,186462.00,53972.68
Washington,8.00,11----,106.00,2987.00,45344.83
Washington,8.00,21----,22.00,270.00,72618.52
Washington,8.00,22----,30.00,2779.00,129657.07
Washington,8.00,23----,3097.00,20024.00,65929.43
Washington,8.00,31----,510.00,16615.00,67038.40
Washington,8.00,42----,766.00,12711.00,58269.29
Washington,8.00,44----,1763.00,26726.00,33955.10
Washington,8.00,48----,673.00,6395.00,55353.71
Washington,8.00,51----,270.00,4112.00,145068.34
Washington,8.00,52----,664.00,3418.00,83299.88
Washington,8.00,53----,1068.00,3053.00,52136.26
Washington,8.00,54----,1658.00,6805.00,71778.84
Washington,8.00,55----,61.00,6026.00,146497.01
Washington,8.00,56----,987.00,7884.00,51827.25
Washington,8.00,61----,273.00,2409.00,19931.51
Washington,8.00,62----,1630.00,24413.00,53576.78
Washington,8.00,71----,315.00,9234.00,23419.54
Washington,8.00,72----,1412.00,22391.00,20036.31
Washington,8.00,81----,1418.00,8184.00,32948.92
Washington,8.00,99----,26.00,26.00,59500.00
Washington,9.00,------,23837.00,492917.00,78073.80
Washington,9.00,11----,21.00,62.00,87306.45
Washington,9.00,22----,13.00,1639.00,112596.10
Washington,9.00,23----,2167.00,27430.00,80446.19
Washington,9.00,31----,755.00,46576.00,82277.95
Washington,9.00,42----,1476.00,30419.00,81307.01
Washington,9.00,44----,2218.00,43130.00,35963.44
Washington,9.00,48----,1006.00,38024.00,55887.94
Washington,9.00,51----,532.00,32487.00,233215.07
Washington,9.00,52----,1329.00,17485.00,119780.96
Washington,9.00,53----,1806.00,10366.00,65284.20
Washington,9.00,54----,2891.00,32303.00,99118.04
Washington,9.00,55----,244.00,36799.00,106998.94
Washington,9.00,56----,1260.00,31856.00,61919.36
Washington,9.00,61----,509.00,9263.00,37920.87
Washington,9.00,62----,3104.00,67183.00,62164.13
Washington,9.00,71----,343.00,7869.00,57591.31
Washington,9.00,72----,2080.00,39053.00,21291.73
Washington,9.00,81----,2045.00,20929.00,39748.48
Washington,9.00,99----,37.00,33.00,50878.79
Washington,10.00,------,15840.00,224563.00,47168.63
Washington,10.00,11----,75.00,571.00,61838.88
Washington,10.00,21----,9.00,162.00,64537.04
Washington,10.00,22----,28.00,339.00,104436.58
Washington,10.00,23----,2285.00,22060.00,70536.17
Washington,10.00,31----,443.00,14809.00,55429.47
Washington,10.00,42----,625.00,10636.00,57239.94
Washington,10.00,44----,1872.00,35379.00,36905.62
Washington,10.00,48----,655.00,13681.00,48324.46
Washington,10.00,51----,249.00,3836.00,55954.64
Washington,10.00,52----,799.00,7736.00,79188.86
Washington,10.00,53----,1028.00,4155.00,48171.36
Washington,10.00,54----,1406.00,7854.00,59825.18
Washington,10.00,55----,65.00,4032.00,34448.66
Washington,10.00,56----,853.00,10790.00,36696.20
Washington,10.00,61----,179.00,5072.00,26305.21
Washington,10.00,62----,2001.00,41095.00,56446.72
Washington,10.00,71----,218.00,6700.00,26266.42
Washington,10.00,72----,1404.00,24733.00,20212.71
Washington,10.00,81----,1613.00,10895.00,36405.97
Washington,10.00,99----,33.00,28.00,32107.14
West Virginia,1.00,------,12558.00,204824.00,43795.92
West Virginia,1.00,11----,40.00,109.00,30798.17
West Virginia,1.00,21----,191.00,7444.00,74066.50
West Virginia,1.00,22----,79.00,2775.00,101008.65
West Virginia,1.00,23----,1034.00,8695.00,51276.02
West Virginia,1.00,31----,369.00,18788.00,63861.93
West Virginia,1.00,42----,428.00,6168.00,52037.61
West Virginia,1.00,44----,1999.00,29065.00,26627.42
West Virginia,1.00,48----,400.00,5041.00,48741.12
West Virginia,1.00,51----,205.00,2712.00,49882.74
West Virginia,1.00,52----,699.00,5834.00,54446.01
West Virginia,1.00,53----,471.00,2017.00,37300.94
West Virginia,1.00,54----,937.00,9710.00,61729.45
West Virginia,1.00,55----,83.00,3198.00,69814.57
West Virginia,1.00,56----,510.00,11522.00,31670.72
West Virginia,1.00,61----,109.00,2725.00,25125.14
West Virginia,1.00,62----,1778.00,52418.00,52461.08
West Virginia,1.00,71----,308.00,2430.00,18584.36
West Virginia,1.00,72----,1339.00,25308.00,13635.06
West Virginia,1.00,81----,1556.00,8838.00,25396.02
West Virginia,1.00,99----,23.00,27.00,14259.26
West Virginia,2.00,------,11878.00,177877.00,42378.62
West Virginia,2.00,11----,44.00,161.00,43900.62
West Virginia,2.00,21----,149.00,2761.00,59746.47
West Virginia,2.00,22----,75.00,1276.00,99803.29
West Virginia,2.00,23----,1120.00,9226.00,61804.36
West Virginia,2.00,31----,348.00,17898.00,51958.93
West Virginia,2.00,42----,469.00,6757.00,49973.66
West Virginia,2.00,44----,1779.00,25889.00,27544.32
West Virginia,2.00,48----,389.00,7162.00,41414.69
West Virginia,2.00,51----,218.00,2603.00,54985.02
West Virginia,2.00,52----,694.00,6036.00,67505.96
West Virginia,2.00,53----,515.00,2272.00,40154.05
West Virginia,2.00,54----,1000.00,7954.00,60472.84
West Virginia,2.00,55----,79.00,1475.00,74433.90
West Virginia,2.00,56----,554.00,9622.00,31200.69
West Virginia,2.00,61----,96.00,4711.00,39632.77
West Virginia,2.00,62----,1503.00,39858.00,52116.06
West Virginia,2.00,71----,195.00,1825.00,16118.36
West Virginia,2.00,72----,1200.00,22584.00,14945.67
West Virginia,2.00,81----,1432.00,7775.00,29182.12
West Virginia,2.00,99----,19.00,32.00,19968.75
West Virginia,3.00,------,10522.00,149151.00,38835.05
West Virginia,3.00,11----,134.00,420.00,30571.43
West Virginia,3.00,21----,121.00,7359.00,68852.97
West Virginia,3.00,22----,85.00,1400.00,88629.29
West Virginia,3.00,23----,834.00,6103.00,47671.96
West Virginia,3.00,31----,354.00,10658.00,53131.83
West Virginia,3.00,42----,383.00,4665.00,52215.01
West Virginia,3.00,44----,1876.00,24257.00,26407.92
West Virginia,3.00,48----,352.00,3057.00,42336.28
West Virginia,3.00,51----,203.00,2294.00,48314.73
West Virginia,3.00,52----,577.00,3336.00,48253.30
West Virginia,3.00,53----,371.00,1293.00,41152.36
West Virginia,3.00,54----,683.00,5268.00,39793.47
West Virginia,3.00,55----,56.00,637.00,62841.44
West Virginia,3.00,56----,400.00,8041.00,33268.62
West Virginia,3.00,61----,64.00,769.00,22122.24
West Virginia,3.00,62----,1586.00,41929.00,45662.60
West Virginia,3.00,71----,211.00,1956.00,14956.03
West Virginia,3.00,72----,1005.00,19793.00,15707.83
West Virginia,3.00,81----,1214.00,5888.00,27698.03
West Virginia,3.00,99----,13.00,28.00,29892.86
Wisconsin,1.00,------,15499.00,266343.00,45893.85
Wisconsin,1.00,11----,24.00,78.00,33500.00
Wisconsin,1.00,21----,8.00,77.00,52103.90
Wisconsin,1.00,22----,27.00,1115.00,115407.17
Wisconsin,1.00,23----,1690.00,12728.00,69051.70
Wisconsin,1.00,31----,1014.00,54613.00,60443.56
Wisconsin,1.00,42----,746.00,15496.00,65653.33
Wisconsin,1.00,44----,2067.00,44030.00,31119.62
Wisconsin,1.00,48----,747.00,14839.00,40844.19
Wisconsin,1.00,51----,198.00,2669.00,37031.10
Wisconsin,1.00,52----,787.00,5947.00,71583.66
Wisconsin,1.00,53----,574.00,2773.00,42067.80
Wisconsin,1.00,54----,1139.00,7230.00,57959.34
Wisconsin,1.00,55----,86.00,6102.00,107276.79
Wisconsin,1.00,56----,857.00,13919.00,38484.66
Wisconsin,1.00,61----,174.00,3742.00,23820.42
Wisconsin,1.00,62----,1867.00,35985.00,49187.83
Wisconsin,1.00,71----,326.00,5086.00,17373.18
Wisconsin,1.00,72----,1589.00,28938.00,14515.97
Wisconsin,1.00,81----,1558.00,10959.00,27029.75
Wisconsin,1.00,99----,21.00,17.00,20176.47
Wisconsin,2.00,------,19474.00,384679.00,55972.96
Wisconsin,2.00,11----,47.00,1382.00,68662.81
Wisconsin,2.00,21----,20.00,292.00,85246.58
Wisconsin,2.00,22----,26.00,1969.00,126839.00
Wisconsin,2.00,23----,1852.00,19142.00,69238.06
Wisconsin,2.00,31----,827.00,44484.00,58444.23
Wisconsin,2.00,42----,909.00,18216.00,62527.12
Wisconsin,2.00,44----,2358.00,45446.00,33504.25
Wisconsin,2.00,48----,602.00,12077.00,44772.96
Wisconsin,2.00,51----,484.00,20102.00,97747.49
Wisconsin,2.00,52----,1218.00,27988.00,92925.72
Wisconsin,2.00,53----,972.00,5444.00,50070.35
Wisconsin,2.00,54----,2273.00,32146.00,84985.63
Wisconsin,2.00,55----,144.00,6833.00,117371.87
Wisconsin,2.00,56----,1005.00,17249.00,38073.86
Wisconsin,2.00,61----,309.00,5101.00,25092.92
Wisconsin,2.00,62----,1931.00,63696.00,56013.00
Wisconsin,2.00,71----,450.00,6555.00,17544.93
Wisconsin,2.00,72----,2018.00,40083.00,15507.12
Wisconsin,2.00,81----,1998.00,16430.00,34835.73
Wisconsin,2.00,99----,31.00,44.00,18772.73
Wisconsin,3.00,------,16777.00,282046.00,44630.45
Wisconsin,3.00,11----,77.00,305.00,38845.90
Wisconsin,3.00,21----,25.00,1011.00,74348.17
Wisconsin,3.00,22----,63.00,1758.00,90434.02
Wisconsin,3.00,23----,1692.00,12770.00,73597.18
Wisconsin,3.00,31----,926.00,52654.00,51092.55
Wisconsin,3.00,42----,688.00,11113.00,57957.89
Wisconsin,3.00,44----,2283.00,38159.00,27106.74
Wisconsin,3.00,48----,812.00,20968.00,48295.16
Wisconsin,3.00,51----,328.00,4810.00,74086.90
Wisconsin,3.00,52----,1113.00,14372.00,67663.51
Wisconsin,3.00,53----,616.00,2478.00,37606.13
Wisconsin,3.00,54----,1068.00,7334.00,54796.15
Wisconsin,3.00,55----,116.00,7713.00,65670.30
Wisconsin,3.00,56----,716.00,11223.00,37036.18
Wisconsin,3.00,61----,159.00,3125.00,31195.20
Wisconsin,3.00,62----,1915.00,48825.00,50185.23
Wisconsin,3.00,71----,324.00,4773.00,15244.71
Wisconsin,3.00,72----,1944.00,27687.00,13063.78
Wisconsin,3.00,81----,1892.00,10949.00,26663.26
Wisconsin,3.00,99----,20.00,19.00,23578.95
Wisconsin,4.00,------,13578.00,312082.00,58174.73
Wisconsin,4.00,22----,21.00,1513.00,159457.37
Wisconsin,4.00,23----,641.00,7020.00,73533.90
Wisconsin,4.00,31----,665.00,33154.00,60643.12
Wisconsin,4.00,42----,510.00,14647.00,84463.44
Wisconsin,4.00,44----,1584.00,21414.00,28373.26
Wisconsin,4.00,48----,441.00,9223.00,40259.03
Wisconsin,4.00,51----,245.00,8454.00,79565.29
Wisconsin,4.00,52----,710.00,29717.00,106409.36
Wisconsin,4.00,53----,610.00,4599.00,54611.44
Wisconsin,4.00,54----,1329.00,17732.00,92406.16
Wisconsin,4.00,55----,150.00,14356.00,108171.71
Wisconsin,4.00,56----,965.00,19673.00,38569.87
Wisconsin,4.00,61----,246.00,16048.00,34049.17
Wisconsin,4.00,62----,2299.00,65523.00,51483.14
Wisconsin,4.00,71----,206.00,6149.00,50179.54
Wisconsin,4.00,72----,1498.00,30664.00,15255.15
Wisconsin,4.00,81----,1440.00,12163.00,36013.15
Wisconsin,4.00,99----,16.00,25.00,23400.00
Wisconsin,5.00,------,21270.00,410704.00,53610.33
Wisconsin,5.00,11----,25.00,204.00,34784.31
Wisconsin,5.00,21----,16.00,213.00,92328.64
Wisconsin,5.00,22----,37.00,2046.00,103200.88
Wisconsin,5.00,23----,2197.00,21629.00,72728.19
Wisconsin,5.00,31----,1411.00,65132.00,60879.46
Wisconsin,5.00,42----,1382.00,27960.00,73951.50
Wisconsin,5.00,44----,2464.00,49080.00,28279.99
Wisconsin,5.00,48----,636.00,14100.00,47011.42
Wisconsin,5.00,51----,353.00,7132.00,81585.53
Wisconsin,5.00,52----,1546.00,21202.00,101255.82
Wisconsin,5.00,53----,781.00,5624.00,48646.51
Wisconsin,5.00,54----,1978.00,19188.00,74720.24
Wisconsin,5.00,55----,204.00,19731.00,77190.56
Wisconsin,5.00,56----,1180.00,21832.00,39192.88
Wisconsin,5.00,61----,274.00,15409.00,68904.67
Wisconsin,5.00,62----,2704.00,63468.00,49680.63
Wisconsin,5.00,71----,376.00,7424.00,12376.08
Wisconsin,5.00,72----,1702.00,32592.00,14185.01
Wisconsin,5.00,81----,1977.00,16722.00,32233.76
Wisconsin,5.00,99----,27.00,16.00,30562.50
Wisconsin,6.00,------,16654.00,315537.00,48498.23
Wisconsin,6.00,11----,55.00,385.00,48961.04
Wisconsin,6.00,21----,26.00,3387.00,151777.97
Wisconsin,6.00,22----,34.00,1312.00,123483.99
Wisconsin,6.00,23----,1652.00,16699.00,64475.18
Wisconsin,6.00,31----,1225.00,87334.00,57908.54
Wisconsin,6.00,42----,740.00,11693.00,61650.73
Wisconsin,6.00,44----,2160.00,35670.00,27166.22
Wisconsin,6.00,48----,688.00,11241.00,45754.11
Wisconsin,6.00,51----,248.00,3023.00,43911.68
Wisconsin,6.00,52----,1051.00,11800.00,76044.66
Wisconsin,6.00,53----,516.00,2788.00,36202.30
Wisconsin,6.00,54----,1108.00,11086.00,63703.32
Wisconsin,6.00,55----,118.00,9005.00,105641.42
Wisconsin,6.00,56----,859.00,11245.00,34869.10
Wisconsin,6.00,61----,165.00,6443.00,22744.84
Wisconsin,6.00,62----,2031.00,44552.00,47706.48
Wisconsin,6.00,71----,362.00,5907.00,15237.68
Wisconsin,6.00,72----,1756.00,28774.00,14051.12
Wisconsin,6.00,81----,1840.00,13167.00,24462.22
Wisconsin,6.00,99----,20.00,26.00,29923.08
Wisconsin,7.00,------,19047.00,256273.00,43545.12
Wisconsin,7.00,11----,219.00,829.00,43615.20
Wisconsin,7.00,21----,28.00,421.00,64441.81
Wisconsin,7.00,22----,95.00,1286.00,93510.11
Wisconsin,7.00,23----,2311.00,13119.00,64722.92
Wisconsin,7.00,31----,1249.00,61842.00,52350.94
Wisconsin,7.00,42----,697.00,9600.00,55466.46
Wisconsin,7.00,44----,2665.00,35936.00,28905.89
Wisconsin,7.00,48----,996.00,13816.00,42210.99
Wisconsin,7.00,51----,321.00,2665.00,43433.77
Wisconsin,7.00,52----,1013.00,10275.00,63968.95
Wisconsin,7.00,53----,592.00,1717.00,36107.75
Wisconsin,7.00,54----,1127.00,5949.00,51396.71
Wisconsin,7.00,55----,58.00,2700.00,63959.26
Wisconsin,7.00,56----,816.00,7882.00,36555.19
Wisconsin,7.00,61----,148.00,1872.00,23055.56
Wisconsin,7.00,62----,1972.00,47413.00,50766.88
Wisconsin,7.00,71----,397.00,3788.00,16795.14
Wisconsin,7.00,72----,2308.00,25315.00,14663.36
Wisconsin,7.00,81----,2011.00,9830.00,25218.62
Wisconsin,7.00,99----,24.00,18.00,21388.89
Wisconsin,8.00,------,18377.00,324179.00,48419.28
Wisconsin,8.00,11----,76.00,578.00,51591.70
Wisconsin,8.00,21----,22.00,372.00,63626.34
Wisconsin,8.00,22----,60.00,1724.00,106193.16
Wisconsin,8.00,23----,2011.00,19773.00,67400.29
Wisconsin,8.00,31----,1207.00,72260.00,57523.89
Wisconsin,8.00,42----,907.00,14911.00,60940.31
Wisconsin,8.00,44----,2476.00,39397.00,27407.72
Wisconsin,8.00,48----,789.00,15151.00,51431.79
Wisconsin,8.00,51----,275.00,4724.00,56615.79
Wisconsin,8.00,52----,1187.00,16447.00,75837.84
Wisconsin,8.00,53----,580.00,2739.00,44211.76
Wisconsin,8.00,54----,1269.00,10672.00,66422.13
Wisconsin,8.00,55----,134.00,11123.00,80038.12
Wisconsin,8.00,56----,1057.00,14426.00,34473.52
Wisconsin,8.00,61----,191.00,5901.00,25697.68
Wisconsin,8.00,62----,1942.00,44374.00,48716.37
Wisconsin,8.00,71----,394.00,5599.00,64189.32
Wisconsin,8.00,72----,1947.00,30676.00,14519.46
Wisconsin,8.00,81----,1832.00,13292.00,26426.72
Wisconsin,8.00,99----,21.00,40.00,28200.00
Wyoming,0.00,------,21770.00,206266.00,49001.86
Wyoming,0.00,11----,82.00,172.00,47284.88
Wyoming,0.00,21----,621.00,15318.00,83314.92
Wyoming,0.00,22----,153.00,2642.00,95459.50
Wyoming,0.00,23----,2774.00,18822.00,57762.14
Wyoming,0.00,31----,596.00,10468.00,73148.07
Wyoming,0.00,42----,814.00,7501.00,60763.63
Wyoming,0.00,44----,2550.00,29895.00,31998.96
Wyoming,0.00,48----,957.00,9840.00,54425.10
Wyoming,0.00,51----,444.00,3816.00,54128.14
Wyoming,0.00,52----,1119.00,7031.00,69517.85
Wyoming,0.00,53----,1254.00,4621.00,50271.37
Wyoming,0.00,54----,2718.00,10800.00,63746.76
Wyoming,0.00,55----,86.00,802.00,66406.48
Wyoming,0.00,56----,1113.00,7270.00,38585.14
Wyoming,0.00,61----,223.00,2045.00,33464.06
Wyoming,0.00,62----,2033.00,33216.00,53729.41
Wyoming,0.00,71----,481.00,5265.00,21776.45
Wyoming,0.00,72----,1769.00,28422.00,19954.72
Wyoming,0.00,81----,1878.00,8183.00,34211.17
Wyoming,0.00,99----,105.00,137.00,38459.85
Puerto Rico,0.00,------,45451.00,680586.00,26306.73
Puerto Rico,0.00,11----,10.00,53.00,13433.96
Puerto Rico,0.00,21----,39.00,556.00,25025.18
Puerto Rico,0.00,22----,31.00,397.00,59297.23
Puerto Rico,0.00,23----,2205.00,26135.00,23010.48
Puerto Rico,0.00,31----,1814.00,74065.00,39001.42
Puerto Rico,0.00,42----,1997.00,30680.00,39397.10
Puerto Rico,0.00,44----,9248.00,123171.00,19851.13
Puerto Rico,0.00,48----,999.00,16363.00,28279.04
Puerto Rico,0.00,51----,766.00,16881.00,44489.54
Puerto Rico,0.00,52----,1804.00,30750.00,49834.31
Puerto Rico,0.00,53----,1656.00,12331.00,24738.38
Puerto Rico,0.00,54----,4973.00,38681.00,38331.95
Puerto Rico,0.00,55----,104.00,5994.00,51609.78
Puerto Rico,0.00,56----,2070.00,80290.00,19534.75
Puerto Rico,0.00,61----,837.00,35807.00,20531.10
Puerto Rico,0.00,62----,7597.00,85839.00,25625.62
Puerto Rico,0.00,71----,458.00,4074.00,17372.36
Puerto Rico,0.00,72----,5115.00,80470.00,12049.63
Puerto Rico,0.00,81----,3307.00,17490.00,18248.89
